locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFFOGOJP_02903	CDS	735				putative protein
IFFOGOJP_02904	CDS	894				hypothetical protein
IFFOGOJP_02905	CDS	1257	rfbE	2.6.1.102	COG0399	GDP-perosamine synthase
IFFOGOJP_02906	CDS	930	strE	4.2.1.46	COG1088	"dTDP-glucose 4,6-dehydratase"
IFFOGOJP_02907	CDS	1230	arnB_1	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
IFFOGOJP_02908	CDS	1335	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
IFFOGOJP_02909	CDS	1281	ywaD	3.4.11.6	COG2234	Aminopeptidase YwaD
IFFOGOJP_02910	CDS	1293	eno	4.2.1.11	COG0148	Enolase
IFFOGOJP_02911	CDS	1536	gpmI	5.4.2.12	COG0696	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
IFFOGOJP_02912	CDS	762	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
IFFOGOJP_02913	CDS	1185	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
IFFOGOJP_02914	CDS	1008	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
IFFOGOJP_02915	CDS	1035	cggR		COG2390	Central glycolytic genes regulator
IFFOGOJP_02916	CDS	141				hypothetical protein
IFFOGOJP_02917	CDS	1395	araE		COG0477	Arabinose-proton symporter
IFFOGOJP_02918	CDS	1089	araR		COG1609	Arabinose metabolism transcriptional repressor
IFFOGOJP_02919	CDS	1008				hypothetical protein
IFFOGOJP_02920	CDS	408				hypothetical protein
IFFOGOJP_02921	CDS	879	cysB			HTH-type transcriptional regulator CysB
IFFOGOJP_02922	CDS	918	eamA		COG0697	putative amino-acid metabolite efflux pump
IFFOGOJP_02923	CDS	1341	yvbW		COG1113	putative amino acid permease YvbW
IFFOGOJP_02924	CDS	975	ccpA_3		COG1609	Catabolite control protein A
IFFOGOJP_02925	CDS	669				hypothetical protein
IFFOGOJP_02926	CDS	888	ywtE_1	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
IFFOGOJP_02927	CDS	858	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
IFFOGOJP_02928	CDS	1545	xylB_2	2.7.1.17	COG1070	Xylulose kinase
IFFOGOJP_02929	CDS	1329	idnT		COG2610	Gnt-II system L-idonate transporter
IFFOGOJP_02930	CDS	159				hypothetical protein
IFFOGOJP_02931	CDS	285				hypothetical protein
IFFOGOJP_02932	CDS	720	lutC		COG1556	Lactate utilization protein C
IFFOGOJP_02933	CDS	1431	lutB		COG1139	Lactate utilization protein B
IFFOGOJP_02934	CDS	717	lutA_2		COG0247	Lactate utilization protein A
IFFOGOJP_02935	CDS	1191	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
IFFOGOJP_02936	CDS	729	lutR		COG2186	HTH-type transcriptional regulator LutR
IFFOGOJP_02937	CDS	1677	lutP		COG1620	L-lactate permease
IFFOGOJP_02938	CDS	1311	rpoN		COG1508	RNA polymerase sigma-54 factor
IFFOGOJP_02939	CDS	219	yvfG			putative protein YvfG
IFFOGOJP_02940	CDS	966	epsO	2.-.-.-	COG5039	Putative pyruvyl transferase EpsO
IFFOGOJP_02941	CDS	1173	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
IFFOGOJP_02942	CDS	648	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
IFFOGOJP_02943	CDS	609	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
IFFOGOJP_02944	CDS	1518	epsK			putative membrane protein EpsK
IFFOGOJP_02945	CDS	1035	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
IFFOGOJP_02946	CDS	1077	epsI	2.-.-.-	COG5039	Putative pyruvyl transferase EpsI
IFFOGOJP_02947	CDS	1038	epsH	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
IFFOGOJP_02948	CDS	1104	epsG			Transmembrane protein EpsG
IFFOGOJP_02949	CDS	1137	epsF_2	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
IFFOGOJP_02950	CDS	843	epsE	2.4.-.-	COG0463	Putative glycosyltransferase EpsE
IFFOGOJP_02951	CDS	1140	epsD	2.4.-.-		Putative glycosyltransferase EpsD
IFFOGOJP_02952	CDS	1818	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
IFFOGOJP_02953	CDS	681	yveL	2.7.10.2	COG0489	Putative tyrosine-protein kinase YveL
IFFOGOJP_02954	CDS	708	ywqC_1		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
IFFOGOJP_02955	CDS	456				hypothetical protein
IFFOGOJP_02956	CDS	1452	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
IFFOGOJP_02957	CDS	531				IS1595 family transposase ISCac2
IFFOGOJP_02958	CDS	630				hypothetical protein
IFFOGOJP_02959	CDS	519	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
IFFOGOJP_02960	CDS	489	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
IFFOGOJP_02961	CDS	285				hypothetical protein
IFFOGOJP_02962	CDS	258				hypothetical protein
IFFOGOJP_02963	CDS	408				hypothetical protein
IFFOGOJP_02964	CDS	315				hypothetical protein
IFFOGOJP_02965	CDS	1428				hypothetical protein
IFFOGOJP_02966	CDS	312				hypothetical protein
IFFOGOJP_02967	tRNA	79				tRNA-Arg(ccg)
IFFOGOJP_02968	CDS	1470	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
IFFOGOJP_02969	CDS	1233	rafB			Raffinose permease
IFFOGOJP_02970	CDS	975	degA		COG1609	HTH-type transcriptional regulator DegA
IFFOGOJP_02971	CDS	597	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
IFFOGOJP_02972	CDS	690	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
IFFOGOJP_02973	CDS	1686	malL_2	3.2.1.10	COG0366	"Oligo-1,6-glucosidase 1"
IFFOGOJP_02974	CDS	2274	malP_2	2.4.1.8		Maltose phosphorylase
IFFOGOJP_02975	CDS	885				hypothetical protein
IFFOGOJP_02976	CDS	837	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
IFFOGOJP_02977	CDS	1311				hypothetical protein
IFFOGOJP_02978	CDS	1257	mdxE		COG2182	Maltodextrin-binding protein MdxE
IFFOGOJP_02979	CDS	1767	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
IFFOGOJP_02980	CDS	951	purR_2		COG1609	HTH-type transcriptional repressor PurR
IFFOGOJP_02981	CDS	576	yvdD		COG1611	LOG family protein YvdD
IFFOGOJP_02982	CDS	321				hypothetical protein
IFFOGOJP_02983	CDS	1590	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
IFFOGOJP_02984	CDS	582	csh_2	3.13.1.5		Carbon disulfide hydrolase
IFFOGOJP_02985	CDS	966	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
IFFOGOJP_02986	CDS	450		3.1.27.-		Ribonuclease
IFFOGOJP_02987	CDS	747				hypothetical protein
IFFOGOJP_02988	CDS	258	crh		COG1925	HPr-like protein Crh
IFFOGOJP_02989	CDS	951	whiA		COG1481	putative cell division protein WhiA
IFFOGOJP_02990	CDS	954			COG0391	Gluconeogenesis factor
IFFOGOJP_02991	CDS	888	yvcJ		COG1660	Nucleotide-binding protein YvcJ
IFFOGOJP_02992	CDS	495	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
IFFOGOJP_02993	CDS	954	trxB	1.8.1.9	COG0492	Thioredoxin reductase
IFFOGOJP_02994	CDS	1407	cwlO	3.4.-.-	COG0791	Peptidoglycan DL-endopeptidase CwlO
IFFOGOJP_02995	CDS	1455				hypothetical protein
IFFOGOJP_02996	CDS	1062	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
IFFOGOJP_02997	CDS	678	hssR			Heme response regulator HssR
IFFOGOJP_02998	CDS	1770	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
IFFOGOJP_02999	CDS	621	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
IFFOGOJP_03000	CDS	759	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
IFFOGOJP_03001	CDS	738	priA_2	5.3.1.16	COG0106	Phosphoribosyl isomerase A
IFFOGOJP_03002	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
IFFOGOJP_03003	CDS	585	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
IFFOGOJP_03004	CDS	1314	hisD	1.1.1.23		Histidinol dehydrogenase
IFFOGOJP_03005	CDS	642	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
IFFOGOJP_03006	CDS	1173	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
IFFOGOJP_03007	CDS	726				hypothetical protein
IFFOGOJP_03008	CDS	519	dapH_2	2.3.1.89		"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
IFFOGOJP_03009	CDS	651	ppaX_2	3.6.1.1	COG0546	Pyrophosphatase PpaX
IFFOGOJP_03010	CDS	816	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
IFFOGOJP_03011	CDS	933	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
IFFOGOJP_03012	CDS	1191	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
IFFOGOJP_03013	CDS	726	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
IFFOGOJP_03014	CDS	732	nagR_2		COG2188	HTH-type transcriptional repressor NagR
IFFOGOJP_03015	CDS	576	yxaF_2			putative HTH-type transcriptional regulator YxaF
IFFOGOJP_03016	CDS	3870	cpdA_2	3.1.4.53		"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA"
IFFOGOJP_03017	CDS	360				hypothetical protein
IFFOGOJP_03018	CDS	195				hypothetical protein
IFFOGOJP_03019	CDS	1098				hypothetical protein
IFFOGOJP_03020	CDS	327				hypothetical protein
IFFOGOJP_03021	CDS	240				hypothetical protein
IFFOGOJP_03022	CDS	2874	uvrA			UvrABC system protein A
IFFOGOJP_03023	CDS	1986	uvrB		COG0556	UvrABC system protein B
IFFOGOJP_03024	CDS	237	csbA		COG4897	Protein CsbA
IFFOGOJP_03025	CDS	2502				hypothetical protein
IFFOGOJP_03026	CDS	627				hypothetical protein
IFFOGOJP_03027	CDS	1338	ribZ_2			Riboflavin transporter RibZ
IFFOGOJP_03028	CDS	534	lgrE	1.1.-.-		Linear gramicidin dehydrogenase LgrE
IFFOGOJP_03029	CDS	141				hypothetical protein
IFFOGOJP_03030	CDS	1128				hypothetical protein
IFFOGOJP_03031	CDS	1191	minJ		COG0265	Cell division topological determinant MinJ
IFFOGOJP_03032	CDS	336				hypothetical protein
IFFOGOJP_03033	CDS	1401	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
IFFOGOJP_03034	CDS	1407				hypothetical protein
IFFOGOJP_03035	CDS	900	ftsX		COG2177	Cell division protein FtsX
IFFOGOJP_03036	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
IFFOGOJP_03037	CDS	342	cccB		COG2010	Cytochrome c-551
IFFOGOJP_03038	CDS	849				hypothetical protein
IFFOGOJP_03039	CDS	984	prfB			Peptide chain release factor 2
IFFOGOJP_03040	CDS	2526	secA		COG0653	Protein translocase subunit SecA
IFFOGOJP_03041	CDS	567	yvyD		COG1544	Ribosome hibernation promotion factor
IFFOGOJP_03042	CDS	378				hypothetical protein
IFFOGOJP_03043	CDS	345	fliT			Flagellar protein FliT
IFFOGOJP_03044	CDS	402	fliS		COG1516	Flagellar secretion chaperone FliS
IFFOGOJP_03045	CDS	1521	fliD		COG1345	Flagellar hook-associated protein 2
IFFOGOJP_03046	CDS	1002	hag		COG1344	Flagellin
IFFOGOJP_03047	CDS	225	csrA		COG1551	Translational regulator CsrA
IFFOGOJP_03048	CDS	432	fliW		COG1699	Flagellar assembly factor FliW
IFFOGOJP_03049	CDS	570	yviE			putative protein YviE
IFFOGOJP_03050	CDS	918	flaB3			Flagellar filament 30.7 kDa core protein
IFFOGOJP_03051	CDS	1518				hypothetical protein
IFFOGOJP_03052	CDS	483	yvyG			putative protein YvyG
IFFOGOJP_03053	CDS	267				hypothetical protein
IFFOGOJP_03054	CDS	420				hypothetical protein
IFFOGOJP_03055	CDS	477				hypothetical protein
IFFOGOJP_03056	CDS	285	comFB			ComF operon protein 2
IFFOGOJP_03057	CDS	1386	comFA	3.6.4.12	COG4098	ComF operon protein 1
IFFOGOJP_03058	CDS	849	degV		COG1307	Protein DegV
IFFOGOJP_03059	CDS	690	degU_3		COG2197	Transcriptional regulatory protein DegU
IFFOGOJP_03060	CDS	1164	degS	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase DegS
IFFOGOJP_03061	CDS	648	yigZ		COG1739	IMPACT family member YigZ
IFFOGOJP_03062	CDS	1182	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
IFFOGOJP_03063	CDS	1077	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
IFFOGOJP_03064	CDS	1197	tuaH	2.4.-.-		Putative teichuronic acid biosynthesis glycosyltransferase TuaH
IFFOGOJP_03065	CDS	759	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
IFFOGOJP_03066	CDS	681	tuaF			Teichuronic acid biosynthesis protein TuaF
IFFOGOJP_03067	CDS	1419	tuaE			Teichuronic acid biosynthesis protein TuaE
IFFOGOJP_03068	CDS	1341	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
IFFOGOJP_03069	CDS	1197	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
IFFOGOJP_03070	CDS	1449	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
IFFOGOJP_03071	CDS	660				hypothetical protein
IFFOGOJP_03072	CDS	1491	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
IFFOGOJP_03073	CDS	2121	lytB		COG2247	Amidase enhancer
IFFOGOJP_03074	CDS	318	lytA			Membrane-bound protein LytA
IFFOGOJP_03075	CDS	918	tagU_2	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
IFFOGOJP_03076	CDS	1140	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
IFFOGOJP_03077	CDS	885	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
IFFOGOJP_03078	CDS	1545	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
IFFOGOJP_03079	CDS	828	tagG		COG1682	Teichoic acid translocation permease protein TagG
IFFOGOJP_03080	CDS	2175	tagF	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
IFFOGOJP_03081	CDS	1539				hypothetical protein
IFFOGOJP_03082	CDS	390	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
IFFOGOJP_03083	CDS	771	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
IFFOGOJP_03084	CDS	1164	tagB	2.7.8.44	COG1887	Teichoic acid glycerol-phosphate primase
IFFOGOJP_03085	CDS	2646	lytD	3.2.1.96	COG4193	Beta-N-acetylglucosaminidase
IFFOGOJP_03086	CDS	951	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
IFFOGOJP_03087	CDS	1452	gerBA_1			Spore germination protein B1
IFFOGOJP_03088	CDS	1107	gerBB			Spore germination protein B2
IFFOGOJP_03089	CDS	1131	gerBC_1			Spore germination protein B3
IFFOGOJP_03090	CDS	1380	COQ3_1	2.1.1.222		"Ubiquinone biosynthesis O-methyltransferase, mitochondrial"
IFFOGOJP_03091	CDS	1377	csbC_1			putative metabolite transport protein CsbC
IFFOGOJP_03092	CDS	987	tagT	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT
IFFOGOJP_03093	CDS	858	ywtE_2	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
IFFOGOJP_03094	CDS	726	yttA			putative membrane protein YttA
IFFOGOJP_03095	CDS	1236	pgdS	3.4.19.-	COG0791	Gamma-DL-glutamyl hydrolase
IFFOGOJP_03096	CDS	162				hypothetical protein
IFFOGOJP_03097	CDS	1149	capA			Capsule biosynthesis protein CapA
IFFOGOJP_03098	CDS	450	capC			Capsule biosynthesis protein CapC
IFFOGOJP_03099	CDS	1182	capB			Capsule biosynthesis protein CapB
IFFOGOJP_03100	CDS	96				hypothetical protein
IFFOGOJP_03101	CDS	1470	gerBA_2			Spore germination protein B1
IFFOGOJP_03102	CDS	1092	yndE_1			Spore germination protein YndE
IFFOGOJP_03103	CDS	1134				hypothetical protein
IFFOGOJP_03104	CDS	990	ccpA_4		COG1609	Catabolite control protein A
IFFOGOJP_03105	CDS	882	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
IFFOGOJP_03106	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
IFFOGOJP_03107	CDS	1494	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
IFFOGOJP_03108	CDS	972	rbsC		COG1172	Ribose import permease protein RbsC
IFFOGOJP_03109	CDS	918	rbsB		COG1879	Ribose import binding protein RbsB
IFFOGOJP_03110	CDS	534	ywsB			Cell wall-binding protein YwsB
IFFOGOJP_03111	CDS	525	ywrO	1.6.99.-	COG2249	General stress protein 14
IFFOGOJP_03112	CDS	768	alsD	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
IFFOGOJP_03113	CDS	1716	alsS	2.2.1.6	COG0028	Acetolactate synthase
IFFOGOJP_03114	CDS	909	hcaR			Hca operon transcriptional activator HcaR
IFFOGOJP_03115	CDS	138				hypothetical protein
IFFOGOJP_03116	CDS	1332	arsB_1		COG1055	Arsenical pump membrane protein
IFFOGOJP_03117	CDS	675				hypothetical protein
IFFOGOJP_03118	CDS	894				hypothetical protein
IFFOGOJP_03119	CDS	1095	cotH		COG5337	Inner spore coat protein H
IFFOGOJP_03120	CDS	531	cotG			Spore coat protein G
IFFOGOJP_03121	CDS	621				hypothetical protein
IFFOGOJP_03122	CDS	441				hypothetical protein
IFFOGOJP_03123	CDS	1578	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
IFFOGOJP_03124	CDS	477				hypothetical protein
IFFOGOJP_03125	CDS	591				hypothetical protein
IFFOGOJP_03126	CDS	537	chrA			Chromate transport protein
IFFOGOJP_03127	CDS	219				hypothetical protein
IFFOGOJP_03128	CDS	546	ywqN	1.-.-.-	COG0655	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN
IFFOGOJP_03129	CDS	882	gltR_2		COG0583	HTH-type transcriptional regulator GltR
IFFOGOJP_03130	CDS	717	nfi	3.1.21.7	COG1515	Endonuclease V
IFFOGOJP_03131	CDS	654				hypothetical protein
IFFOGOJP_03132	CDS	300				hypothetical protein
IFFOGOJP_03133	CDS	363				hypothetical protein
IFFOGOJP_03134	CDS	510				hypothetical protein
IFFOGOJP_03135	CDS	1737				hypothetical protein
IFFOGOJP_03136	CDS	261				hypothetical protein
IFFOGOJP_03137	CDS	435				hypothetical protein
IFFOGOJP_03138	CDS	114				hypothetical protein
IFFOGOJP_03139	CDS	789	ywqG		COG3878	putative protein YwqG
IFFOGOJP_03140	CDS	1326	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
IFFOGOJP_03141	CDS	765	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
IFFOGOJP_03142	CDS	690	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
IFFOGOJP_03143	CDS	747	ywqC_2		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
IFFOGOJP_03144	CDS	147				hypothetical protein
IFFOGOJP_03145	CDS	1611				hypothetical protein
IFFOGOJP_03146	CDS	2775	rapA_4	3.6.4.-		RNA polymerase-associated protein RapA
IFFOGOJP_03147	CDS	858	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
IFFOGOJP_03148	CDS	783	glcR		COG1349	HTH-type transcriptional repressor GlcR
IFFOGOJP_03149	CDS	342	ssbB		COG0629	Single-stranded DNA-binding protein B
IFFOGOJP_03150	CDS	354	ywpG			putative protein YwpG
IFFOGOJP_03151	CDS	411				hypothetical protein
IFFOGOJP_03152	CDS	396	mscL		COG1970	Large-conductance mechanosensitive channel
IFFOGOJP_03153	CDS	426	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
IFFOGOJP_03154	CDS	1065	rapF_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
IFFOGOJP_03155	CDS	825	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
IFFOGOJP_03156	CDS	798	flgG_3		COG4786	Flagellar basal-body rod protein FlgG
IFFOGOJP_03157	CDS	1002	mbl		COG1077	Cell shape-determining protein Mbl
IFFOGOJP_03158	CDS	282	spoIIID			Stage III sporulation protein D
IFFOGOJP_03159	CDS	414			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
IFFOGOJP_03160	CDS	1197	yhhS			putative MFS-type transporter YhhS
IFFOGOJP_03161	CDS	1455	pucI		COG1953	putative allantoin permease
IFFOGOJP_03162	CDS	1365	ribZ_3			Riboflavin transporter RibZ
IFFOGOJP_03163	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
IFFOGOJP_03164	CDS	1212	nrgA			Ammonium transporter
IFFOGOJP_03165	CDS	351	nrgB		COG0347	Nitrogen regulatory PII-like protein
IFFOGOJP_03166	CDS	1155	ftsW_3	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
IFFOGOJP_03167	CDS	576	bcrC_2	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
IFFOGOJP_03168	CDS	423	ywnJ			putative membrane protein YwnJ
IFFOGOJP_03169	CDS	870	spoIIQ		COG0739	Stage II sporulation protein Q
IFFOGOJP_03170	CDS	498	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
IFFOGOJP_03171	CDS	450				hypothetical protein
IFFOGOJP_03172	CDS	438				hypothetical protein
IFFOGOJP_03173	CDS	1449	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
IFFOGOJP_03174	CDS	387				hypothetical protein
IFFOGOJP_03175	CDS	642	xynA	3.2.1.8		"Endo-1,4-beta-xylanase A"
IFFOGOJP_03176	CDS	177				hypothetical protein
IFFOGOJP_03177	CDS	405	ywnA_1		COG1959	Putative HTH-type transcriptional regulator YwnA
IFFOGOJP_03178	CDS	1710	ureC	3.5.1.5	COG0804	Urease subunit alpha
IFFOGOJP_03179	CDS	375	ureB	3.5.1.5	COG0832	Urease subunit beta
IFFOGOJP_03180	CDS	318	ureA	3.5.1.5	COG0831	Urease subunit gamma
IFFOGOJP_03181	CDS	255				hypothetical protein
IFFOGOJP_03182	CDS	480				hypothetical protein
IFFOGOJP_03183	CDS	1131	rapA_5	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
IFFOGOJP_03184	CDS	1026	moaA	4.1.99.22	COG2896	"GTP 3',8-cyclase"
IFFOGOJP_03185	CDS	789	fdhD		COG1526	Sulfur carrier protein FdhD
IFFOGOJP_03186	CDS	165				hypothetical protein
IFFOGOJP_03187	CDS	681				hypothetical protein
IFFOGOJP_03188	CDS	687				hypothetical protein
IFFOGOJP_03189	CDS	1032				hypothetical protein
IFFOGOJP_03190	CDS	1311	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
IFFOGOJP_03191	CDS	741	ywmB			putative protein YwmB
IFFOGOJP_03192	CDS	231				hypothetical protein
IFFOGOJP_03193	CDS	471				hypothetical protein
IFFOGOJP_03194	CDS	399	atpC		COG0355	ATP synthase epsilon chain
IFFOGOJP_03195	CDS	1422	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
IFFOGOJP_03196	CDS	864	atpG		COG0224	ATP synthase gamma chain
IFFOGOJP_03197	CDS	1509	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
IFFOGOJP_03198	CDS	546	atpH		COG0712	ATP synthase subunit delta
IFFOGOJP_03199	CDS	513	atpF		COG0711	ATP synthase subunit b
IFFOGOJP_03200	CDS	213	atpE		COG0636	ATP synthase subunit c
IFFOGOJP_03201	CDS	735	atpB		COG0356	ATP synthase subunit a
IFFOGOJP_03202	CDS	384				hypothetical protein
IFFOGOJP_03203	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
IFFOGOJP_03204	CDS	1248	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
IFFOGOJP_03205	CDS	543				hypothetical protein
IFFOGOJP_03206	CDS	450	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
IFFOGOJP_03207	CDS	456	ywlE	3.9.1.2	COG0394	Protein-arginine-phosphatase
IFFOGOJP_03208	CDS	558	mntP		COG1971	putative manganese efflux pump MntP
IFFOGOJP_03209	CDS	1041	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
IFFOGOJP_03210	CDS	444				hypothetical protein
IFFOGOJP_03211	CDS	681				hypothetical protein
IFFOGOJP_03212	CDS	375				hypothetical protein
IFFOGOJP_03213	CDS	861	prmC	2.1.1.297		Release factor glutamine methyltransferase
IFFOGOJP_03214	CDS	1071	prfA		COG0216	Peptide chain release factor 1
IFFOGOJP_03215	CDS	384				hypothetical protein
IFFOGOJP_03216	CDS	564	racA			Chromosome-anchoring protein RacA
IFFOGOJP_03217	CDS	957				hypothetical protein
IFFOGOJP_03218	CDS	1698	maeA_2	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
IFFOGOJP_03219	CDS	585	tdk	2.7.1.21	COG1435	Thymidine kinase
IFFOGOJP_03220	CDS	201	rpmE		COG0254	50S ribosomal protein L31
IFFOGOJP_03221	CDS	1287	rho	3.6.4.-	COG1158	Transcription termination factor Rho
IFFOGOJP_03222	CDS	966	glpX	3.1.3.11	COG1494	"Fructose-1,6-bisphosphatase class 2"
IFFOGOJP_03223	CDS	1290	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
IFFOGOJP_03224	CDS	639	tal	2.2.1.2	COG0176	Transaldolase
IFFOGOJP_03225	CDS	858	fbaA	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
IFFOGOJP_03226	CDS	375	spo0F	2.7.-.-	COG0784	Sporulation initiation phosphotransferase F
IFFOGOJP_03227	CDS	522				hypothetical protein
IFFOGOJP_03228	CDS	1608	pyrG	6.3.4.2		CTP synthase
IFFOGOJP_03229	CDS	528	rpoE			DNA-directed RNA polymerase subunit delta
IFFOGOJP_03230	CDS	2109	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
IFFOGOJP_03231	CDS	1200	clsB		COG1502	Minor cardiolipin synthase ClsB
