locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDHLNFNC_03389	CDS	981	pspF		COG1221	Psp operon transcriptional activator
JDHLNFNC_03390	CDS	669	pspA		COG1842	Phage shock protein A
JDHLNFNC_03391	CDS	225	pspB			Phage shock protein B
JDHLNFNC_03392	CDS	360	pspC		COG1983	Phage shock protein C
JDHLNFNC_03393	CDS	219	pspD			Phage shock protein D
JDHLNFNC_03394	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
JDHLNFNC_03395	CDS	1398	ycjX		COG3106	putative protein YcjX
JDHLNFNC_03396	CDS	1062				hypothetical protein
JDHLNFNC_03397	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
JDHLNFNC_03398	CDS	507	tpx_1	1.11.1.15	COG2077	Thiol peroxidase
JDHLNFNC_03399	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
JDHLNFNC_03400	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
JDHLNFNC_03401	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
JDHLNFNC_03402	CDS	930				hypothetical protein
JDHLNFNC_03403	CDS	906	pgrR			HTH-type transcriptional regulator PgrR
JDHLNFNC_03404	CDS	870	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
JDHLNFNC_03405	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
JDHLNFNC_03406	CDS	591	bdcR			HTH-type transcriptional repressor BdcR
JDHLNFNC_03407	CDS	237	ygdR_3			putative lipoprotein YgdR
JDHLNFNC_03408	CDS	1056				hypothetical protein
JDHLNFNC_03409	CDS	744	rob_2		COG2207	Right origin-binding protein
JDHLNFNC_03410	CDS	846				hypothetical protein
JDHLNFNC_03411	CDS	1983				hypothetical protein
JDHLNFNC_03412	CDS	825				hypothetical protein
JDHLNFNC_03413	CDS	519	tpx_2	1.11.1.15	COG2077	Thiol peroxidase
JDHLNFNC_03414	CDS	687				hypothetical protein
JDHLNFNC_03415	CDS	603	sutR_2		COG1396	HTH-type transcriptional regulator SutR
JDHLNFNC_03416	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
JDHLNFNC_03417	CDS	255				hypothetical protein
JDHLNFNC_03418	CDS	948	uspE		COG0589	Universal stress protein E
JDHLNFNC_03419	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
JDHLNFNC_03420	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
JDHLNFNC_03421	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
JDHLNFNC_03422	CDS	1155	tap		COG0840	Methyl-accepting chemotaxis protein IV
JDHLNFNC_03423	CDS	984	zntB		COG0598	Zinc transport protein ZntB
JDHLNFNC_03424	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
JDHLNFNC_03425	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
JDHLNFNC_03426	CDS	339	emrE		COG2076	Multidrug transporter EmrE
JDHLNFNC_03427	CDS	435	uspF		COG0589	Universal stress protein F
JDHLNFNC_03428	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
JDHLNFNC_03429	CDS	267				hypothetical protein
JDHLNFNC_03430	CDS	411	hslJ		COG3187	Heat shock protein HslJ
JDHLNFNC_03431	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
JDHLNFNC_03432	CDS	2637				hypothetical protein
JDHLNFNC_03433	CDS	192				hypothetical protein
JDHLNFNC_03434	CDS	324				hypothetical protein
JDHLNFNC_03435	CDS	450				hypothetical protein
JDHLNFNC_03436	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
JDHLNFNC_03437	CDS	3903				hypothetical protein
JDHLNFNC_03438	CDS	801	ydcF		COG1434	Protein YdcF
JDHLNFNC_03439	CDS	531	cybB		COG3038	Cytochrome b561
JDHLNFNC_03440	CDS	663				hypothetical protein
JDHLNFNC_03441	CDS	96				hypothetical protein
JDHLNFNC_03442	CDS	1551				hypothetical protein
JDHLNFNC_03443	CDS	681	yecS_2		COG0765	L-cystine transport system permease protein YecS
JDHLNFNC_03444	CDS	732	glnQ_2			Glutamine transport ATP-binding protein GlnQ
JDHLNFNC_03445	CDS	633	yecS_3		COG0765	L-cystine transport system permease protein YecS
JDHLNFNC_03446	CDS	762	fliY_2		COG0834	L-cystine-binding protein FliY
JDHLNFNC_03447	CDS	345				hypothetical protein
JDHLNFNC_03448	CDS	1227	sseJ	3.-.-.-	COG3240	Secreted effector protein SseJ
JDHLNFNC_03449	CDS	717				hypothetical protein
JDHLNFNC_03450	CDS	126				hypothetical protein
JDHLNFNC_03451	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
JDHLNFNC_03452	CDS	1119	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
JDHLNFNC_03453	CDS	1626	trg_2		COG0840	Methyl-accepting chemotaxis protein III
JDHLNFNC_03454	CDS	924	gbpR_1			HTH-type transcriptional regulator GbpR
JDHLNFNC_03455	CDS	1344			COG5383	putative protein
JDHLNFNC_03456	CDS	1509	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
JDHLNFNC_03457	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
JDHLNFNC_03458	CDS	567	yceI_2		COG2353	Protein YceI
JDHLNFNC_03459	CDS	1206		1.13.12.4	COG1304	Lactate 2-monooxygenase
JDHLNFNC_03460	CDS	438		2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
JDHLNFNC_03461	CDS	792	srlR_4		COG1349	Glucitol operon repressor
JDHLNFNC_03462	CDS	633	rpe_2	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
JDHLNFNC_03463	CDS	420	ulaC_3		COG1762	Ascorbate-specific PTS system EIIA component
JDHLNFNC_03464	CDS	807				hypothetical protein
JDHLNFNC_03465	CDS	1314	gatC_3		COG3775	PTS system galactitol-specific EIIC component
JDHLNFNC_03466	CDS	282	gatB_3	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
JDHLNFNC_03467	CDS	1119	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
JDHLNFNC_03468	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
JDHLNFNC_03469	CDS	981				hypothetical protein
JDHLNFNC_03470	CDS	1014	tehA		COG1275	Tellurite resistance protein TehA
JDHLNFNC_03471	CDS	597	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
JDHLNFNC_03472	CDS	669				hypothetical protein
JDHLNFNC_03473	CDS	954				hypothetical protein
JDHLNFNC_03474	CDS	537	sutR_3		COG1396	HTH-type transcriptional regulator SutR
JDHLNFNC_03475	CDS	1965	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
JDHLNFNC_03476	CDS	231				hypothetical protein
JDHLNFNC_03477	CDS	621				hypothetical protein
JDHLNFNC_03478	CDS	174				hypothetical protein
JDHLNFNC_03479	CDS	399				hypothetical protein
JDHLNFNC_03480	CDS	771	vanX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
JDHLNFNC_03481	CDS	1425	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
JDHLNFNC_03482	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
JDHLNFNC_03483	CDS	174	ortT			Orphan toxin OrtT
JDHLNFNC_03484	CDS	2145				hypothetical protein
JDHLNFNC_03485	CDS	2982				hypothetical protein
JDHLNFNC_03486	CDS	1320				hypothetical protein
JDHLNFNC_03487	CDS	234	ydcY			putative protein YdcY
JDHLNFNC_03488	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
JDHLNFNC_03489	CDS	516	yncA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
JDHLNFNC_03490	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
JDHLNFNC_03491	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
JDHLNFNC_03492	CDS	2166	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
JDHLNFNC_03493	CDS	1062	yncE		COG3391	putative protein YncE
JDHLNFNC_03494	CDS	222	ygdR_4			putative lipoprotein YgdR
JDHLNFNC_03495	CDS	1494	ansP2		COG1113	L-asparagine permease 2
JDHLNFNC_03496	CDS	633				hypothetical protein
JDHLNFNC_03497	CDS	846	nhoA	2.3.1.118	COG2162	Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase
JDHLNFNC_03498	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
JDHLNFNC_03499	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
JDHLNFNC_03500	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
JDHLNFNC_03501	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
JDHLNFNC_03502	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
JDHLNFNC_03503	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
JDHLNFNC_03504	CDS	591				hypothetical protein
JDHLNFNC_03505	CDS	1488	smvA			Methyl viologen resistance protein SmvA
JDHLNFNC_03506	CDS	441				hypothetical protein
JDHLNFNC_03507	CDS	1089	ompD		COG3203	Outer membrane porin protein OmpD
JDHLNFNC_03508	CDS	882	yddG			Methyl viologen resistance protein YddG
JDHLNFNC_03509	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
JDHLNFNC_03510	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
JDHLNFNC_03511	CDS	885	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
JDHLNFNC_03512	CDS	657	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
JDHLNFNC_03513	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
JDHLNFNC_03514	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
JDHLNFNC_03515	CDS	144	sra			Stationary-phase-induced ribosome-associated protein
JDHLNFNC_03516	CDS	216	bdm			Protein bdm
JDHLNFNC_03517	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
JDHLNFNC_03518	CDS	567				hypothetical protein
JDHLNFNC_03519	CDS	1371	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
JDHLNFNC_03520	CDS	2529	treY	5.4.99.15		Maltooligosyl trehalose synthase
JDHLNFNC_03521	CDS	2076	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
JDHLNFNC_03522	CDS	1203	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
JDHLNFNC_03523	CDS	1449	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
JDHLNFNC_03524	CDS	981	galS_1		COG1609	HTH-type transcriptional regulator GalS
JDHLNFNC_03525	CDS	1464				hypothetical protein
JDHLNFNC_03526	CDS	198				hypothetical protein
JDHLNFNC_03527	CDS	354				ISNCY family transposase ISBcen27
JDHLNFNC_03528	CDS	930				hypothetical protein
JDHLNFNC_03529	CDS	333				hypothetical protein
JDHLNFNC_03530	CDS	249				hypothetical protein
JDHLNFNC_03531	CDS	285	relE_2	3.1.-.-	COG2026	mRNA interferase toxin RelE
JDHLNFNC_03532	CDS	390	yjgH		COG0251	RutC family protein YjgH
JDHLNFNC_03533	CDS	1080	queA_2	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
JDHLNFNC_03534	CDS	489				hypothetical protein
JDHLNFNC_03535	CDS	1509	tetX	1.14.13.231	COG0654	Flavin-dependent monooxygenase
JDHLNFNC_03536	CDS	1242	tetA			Tetracycline resistance protein, class C
JDHLNFNC_03537	CDS	1491				hypothetical protein
JDHLNFNC_03538	CDS	1287	exuT_2			Hexuronate transporter
JDHLNFNC_03539	CDS	1026	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
JDHLNFNC_03540	CDS	672	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
JDHLNFNC_03541	CDS	1089				hypothetical protein
JDHLNFNC_03542	CDS	153				hypothetical protein
JDHLNFNC_03543	CDS	1104	hoxK	1.12.99.6		Uptake hydrogenase small subunit
JDHLNFNC_03544	CDS	1803	hyaB_2	1.12.99.6	COG0374	Hydrogenase-1 large chain
JDHLNFNC_03545	CDS	675	hyaC_2		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
JDHLNFNC_03546	CDS	609	hyaD_2	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
JDHLNFNC_03547	CDS	300				hypothetical protein
JDHLNFNC_03548	CDS	411				hypothetical protein
JDHLNFNC_03549	CDS	1062	norV_2			Anaerobic nitric oxide reductase flavorubredoxin
JDHLNFNC_03550	CDS	888				hypothetical protein
JDHLNFNC_03551	CDS	342	hybF_2		COG0375	Hydrogenase maturation factor HybF
JDHLNFNC_03552	CDS	1119	ompC_2			Outer membrane porin C
JDHLNFNC_03553	CDS	528				hypothetical protein
JDHLNFNC_03554	CDS	948				hypothetical protein
JDHLNFNC_03555	CDS	360				hypothetical protein
JDHLNFNC_03556	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
JDHLNFNC_03557	CDS	1389	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
JDHLNFNC_03558	CDS	873	gltR		COG0583	HTH-type transcriptional regulator GltR
JDHLNFNC_03559	CDS	1188	sotB		COG2814	Sugar efflux transporter
JDHLNFNC_03560	CDS	666				hypothetical protein
JDHLNFNC_03561	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
JDHLNFNC_03562	CDS	384	marA_2			Multiple antibiotic resistance protein MarA
JDHLNFNC_03563	CDS	210				hypothetical protein
JDHLNFNC_03564	CDS	903	eamA		COG0697	putative amino-acid metabolite efflux pump
JDHLNFNC_03565	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
JDHLNFNC_03566	CDS	96	mgtS			Small protein MgtS
JDHLNFNC_03567	CDS	393	ygiW_2		COG3111	Protein YgiW
JDHLNFNC_03568	CDS	528	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
JDHLNFNC_03569	CDS	2043	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
JDHLNFNC_03570	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
JDHLNFNC_03571	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
JDHLNFNC_03572	CDS	204	ydfZ			Putative selenoprotein YdfZ
JDHLNFNC_03573	CDS	1467	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
JDHLNFNC_03574	CDS	399	ydfJ_1			Putative transporter YdfJ
JDHLNFNC_03575	CDS	978	ydfJ_2			Putative transporter YdfJ
JDHLNFNC_03576	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
JDHLNFNC_03577	CDS	1215	rspA_2	4.2.1.-		D-galactonate dehydratase family member RspA
JDHLNFNC_03578	CDS	336				hypothetical protein
JDHLNFNC_03579	CDS	342				hypothetical protein
JDHLNFNC_03580	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
JDHLNFNC_03581	CDS	720				hypothetical protein
JDHLNFNC_03582	CDS	306	ynfD			putative protein YnfD
JDHLNFNC_03583	CDS	2439	ynfE_2	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
JDHLNFNC_03584	CDS	2436	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
JDHLNFNC_03585	CDS	618	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
JDHLNFNC_03586	CDS	858	dmsC_4		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
JDHLNFNC_03587	CDS	615	dmsD_2		COG3381	Tat proofreading chaperone DmsD
JDHLNFNC_03588	CDS	711	osmY_3		COG1174	Osmoprotectant import permease protein OsmY
JDHLNFNC_03589	CDS	903	osmX		COG1732	Osmoprotectant-binding protein OsmX
JDHLNFNC_03590	CDS	648	osmW		COG1174	Osmoprotectant import permease protein OsmW
JDHLNFNC_03591	CDS	1149	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
JDHLNFNC_03592	CDS	1254	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
JDHLNFNC_03593	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
JDHLNFNC_03594	CDS	1221	mlc		COG1940	Protein mlc
JDHLNFNC_03595	CDS	900	benM_2			HTH-type transcriptional regulator BenM
JDHLNFNC_03596	CDS	1254	ynfM_2			Inner membrane transport protein YnfM
JDHLNFNC_03597	CDS	93				hypothetical protein
JDHLNFNC_03598	CDS	249	asr			Acid shock protein
JDHLNFNC_03599	CDS	822				hypothetical protein
JDHLNFNC_03600	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
JDHLNFNC_03601	CDS	363	mdtJ		COG2076	Spermidine export protein MdtJ
JDHLNFNC_03602	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
JDHLNFNC_03603	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
JDHLNFNC_03604	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
JDHLNFNC_03605	CDS	945	ydgH			Protein YdgH
JDHLNFNC_03606	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
JDHLNFNC_03607	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
JDHLNFNC_03608	CDS	732	rstA		COG0745	Transcriptional regulatory protein RstA
JDHLNFNC_03609	CDS	1134	ompN_2		COG3203	Outer membrane porin N
JDHLNFNC_03610	CDS	1701	nfdA	3.5.1.91		N-substituted formamide deformylase
JDHLNFNC_03611	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
JDHLNFNC_03612	CDS	930	tus			DNA replication terminus site-binding protein
JDHLNFNC_03613	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
JDHLNFNC_03614	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
JDHLNFNC_03615	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
JDHLNFNC_03616	CDS	1509	ydgA		COG5339	Protein YdgA
JDHLNFNC_03617	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
JDHLNFNC_03618	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
JDHLNFNC_03619	CDS	216	ydgT			Transcription modulator YdgT
JDHLNFNC_03620	CDS	441	ydgK			Inner membrane protein YdgK
JDHLNFNC_03621	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
JDHLNFNC_03622	CDS	579	rsxB_2	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
JDHLNFNC_03623	CDS	2208	rsxC_1	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
JDHLNFNC_03624	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
JDHLNFNC_03625	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
JDHLNFNC_03626	CDS	693	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
JDHLNFNC_03627	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
JDHLNFNC_03628	CDS	1506	dtpA		COG3104	Dipeptide and tripeptide permease A
JDHLNFNC_03629	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
JDHLNFNC_03630	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
JDHLNFNC_03631	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
JDHLNFNC_03632	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
JDHLNFNC_03633	CDS	363	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
JDHLNFNC_03634	CDS	1122	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
JDHLNFNC_03635	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
JDHLNFNC_03636	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
JDHLNFNC_03637	CDS	237				hypothetical protein
JDHLNFNC_03638	CDS	861	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
JDHLNFNC_03639	CDS	2037	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
JDHLNFNC_03640	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
JDHLNFNC_03641	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
JDHLNFNC_03642	CDS	240				hypothetical protein
JDHLNFNC_03643	CDS	600	nemR			HTH-type transcriptional repressor NemR
JDHLNFNC_03644	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
JDHLNFNC_03645	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
JDHLNFNC_03646	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
JDHLNFNC_03647	CDS	348	grxD		COG0278	Glutaredoxin 4
JDHLNFNC_03648	CDS	822	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
JDHLNFNC_03649	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
JDHLNFNC_03650	CDS	90	ynhF			putative protein YnhF
JDHLNFNC_03651	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
JDHLNFNC_03652	CDS	933	yahB			putative HTH-type transcriptional regulator YahB
JDHLNFNC_03653	CDS	1206	ydhC			Inner membrane transport protein YdhC
JDHLNFNC_03654	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
JDHLNFNC_03655	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
JDHLNFNC_03656	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
JDHLNFNC_03657	tRNA	77				tRNA-Val(gac)
JDHLNFNC_03658	tRNA	77				tRNA-Val(gac)
JDHLNFNC_03659	CDS	1059	yscU			Yop proteins translocation protein U
JDHLNFNC_03660	CDS	780	spaR_2		COG4791	Surface presentation of antigens protein SpaR
JDHLNFNC_03661	CDS	267	spaQ_2		COG4794	Surface presentation of antigens protein SpaQ
JDHLNFNC_03662	CDS	648	spaP_2		COG4790	Surface presentation of antigens protein SpaP
JDHLNFNC_03663	CDS	969				hypothetical protein
JDHLNFNC_03664	CDS	375				hypothetical protein
JDHLNFNC_03665	CDS	432				hypothetical protein
JDHLNFNC_03666	CDS	1302	ssaN	7.1.2.2	COG1157	putative secretion system apparatus ATP synthase SsaN
JDHLNFNC_03667	CDS	2046	ssaV		COG4789	Secretion system apparatus protein SsaV
JDHLNFNC_03668	CDS	369				hypothetical protein
JDHLNFNC_03669	CDS	993				hypothetical protein
JDHLNFNC_03670	CDS	675				hypothetical protein
JDHLNFNC_03671	CDS	252				hypothetical protein
JDHLNFNC_03672	CDS	750	yscJ			Yop proteins translocation lipoprotein J
JDHLNFNC_03673	CDS	264				hypothetical protein
JDHLNFNC_03674	CDS	291				hypothetical protein
JDHLNFNC_03675	CDS	216				hypothetical protein
JDHLNFNC_03676	CDS	690				hypothetical protein
JDHLNFNC_03677	CDS	783				hypothetical protein
JDHLNFNC_03678	CDS	429				hypothetical protein
JDHLNFNC_03679	CDS	417				hypothetical protein
JDHLNFNC_03680	CDS	588	sseD			Secreted effector protein SseD
JDHLNFNC_03681	CDS	1455	sseC		COG5613	Secreted effector protein SseC
JDHLNFNC_03682	CDS	474				hypothetical protein
JDHLNFNC_03683	CDS	591	sseB			Secreted effector protein SseB
JDHLNFNC_03684	CDS	324	sseA_2			Type III secretion system chaperone SseA
JDHLNFNC_03685	CDS	243				hypothetical protein
JDHLNFNC_03686	CDS	1212				hypothetical protein
JDHLNFNC_03687	CDS	1494	sctC_2			Type 3 secretion system secretin
JDHLNFNC_03688	CDS	384	spiC			Salmonella pathogenicity island 2 protein C
JDHLNFNC_03689	CDS	2763	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
JDHLNFNC_03690	CDS	639	nreC		COG2197	Oxygen regulatory protein NreC
JDHLNFNC_03691	CDS	729	mlrA_1		COG0789	HTH-type transcriptional regulator MlrA
JDHLNFNC_03692	CDS	960				hypothetical protein
JDHLNFNC_03693	CDS	213	fumD	4.2.1.2		Fumarase D
JDHLNFNC_03694	CDS	621	ttrR		COG4566	Tetrathionate response regulatory protein TtrR
JDHLNFNC_03695	CDS	1779	ttrS	2.7.13.3	COG0642	Tetrathionate sensor histidine kinase TtrS
JDHLNFNC_03696	CDS	735	ttrB		COG0437	Tetrathionate reductase subunit B
JDHLNFNC_03697	CDS	1023	ttrC			Tetrathionate reductase subunit C
JDHLNFNC_03698	CDS	3063	ttrA	1.8.-.-	COG0243	Tetrathionate reductase subunit A
JDHLNFNC_03699	CDS	1227	RBKS_2	2.7.1.15		Ribokinase
JDHLNFNC_03700	CDS	738				hypothetical protein
JDHLNFNC_03701	CDS	894	laaA	3.5.1.101		L-amino acid amidase
JDHLNFNC_03702	CDS	1344	puuP		COG0531	Putrescine importer PuuP
JDHLNFNC_03703	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
JDHLNFNC_03704	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
JDHLNFNC_03705	CDS	303	lpp			Major outer membrane lipoprotein Lpp
JDHLNFNC_03706	CDS	1002	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
JDHLNFNC_03707	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
JDHLNFNC_03708	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
JDHLNFNC_03709	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
JDHLNFNC_03710	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
JDHLNFNC_03711	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
JDHLNFNC_03712	CDS	369	sufA		COG0316	Protein SufA
JDHLNFNC_03713	CDS	1347	tcyP_1		COG1823	L-cystine uptake protein TcyP
JDHLNFNC_03714	CDS	189				hypothetical protein
JDHLNFNC_03715	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
JDHLNFNC_03716	CDS	3057			COG0247	putative protein
JDHLNFNC_03717	CDS	1119	ydiK		COG0628	Putative transport protein YdiK
JDHLNFNC_03718	CDS	360				hypothetical protein
JDHLNFNC_03719	CDS	1212	ydiM			Inner membrane transport protein YdiM
JDHLNFNC_03720	CDS	1236	ydiN			Inner membrane transport protein YdiN
JDHLNFNC_03721	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
JDHLNFNC_03722	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
JDHLNFNC_03723	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
